WaferDiameter:300
DieSize:(2.5,2.5)
DieShiftVector:(1.5,1.5)
ReferenceDie:(2.75,2.75)
DieStreetWidthAndHeight:(0.5,0.3)
RecticleStreetWidthAndHeight:(0.7,0.9)
DiesPerReticle:2x6
CircularExclusionZone:5.5
GripperWidthAndHeight:(12,24)
GripperAngle:50,130,230,310
WaferCoordinates:
(-42.4,146.2)
(-42.1,146.7)
(-41.5,145.4)
(-41.4,145.7)
(-39.4,146.2)
(-39.1,146.7)
(-38.5,145.4)
(-38.4,145.7)
(-29.7,149.0)
(-29.4,149.5)
(-28.8,148.2)
(-28.7,148.5)
(-26.7,149.0)
(-26.4,149.5)
(-25.8,148.2)
(-25.7,148.5)
(-23.7,149.0)
(-23.4,149.5)
(-22.8,148.2)
(-22.7,148.5)
(-20.7,149.0)
(-20.4,149.5)
(-19.8,148.2)
(-19.7,148.5)
(-35.7,146.2)
(-35.4,146.7)
(-34.8,145.4)
(-34.7,145.7)
(-32.7,146.2)
(-32.4,146.7)
(-31.8,145.4)
(-31.7,145.7)
(-29.7,146.2)
(-29.4,146.7)
(-28.8,145.4)
(-28.7,145.7)
(-26.7,146.2)
(-26.4,146.7)
(-25.8,145.4)
(-25.7,145.7)
(-23.7,146.2)
(-23.4,146.7)
(-22.8,145.4)
(-22.7,145.7)
(-20.7,146.2)
(-20.4,146.7)
(-19.8,145.4)
(-19.7,145.7)
(-17.0,149.0)
(-16.7,149.5)
(-16.1,148.2)
(-16.0,148.5)
(-14.0,149.0)
(-13.7,149.5)
(-13.1,148.2)
(-13.0,148.5)
(-11.0,149.0)
(-10.7,149.5)
(-10.1,148.2)
(-10.0,148.5)
(-8.0,149.0)
(-7.7,149.5)
(-7.1,148.2)
(-7.0,148.5)
(-5.0,149.0)
(-4.7,149.5)
(-4.1,148.2)
(-4.0,148.5)
(-2.0,149.0)
(-1.7,149.5)
(-1.1,148.2)
(-1.0,148.5)
(-17.0,146.2)
(-16.7,146.7)
(-16.1,145.4)
(-16.0,145.7)
(-14.0,146.2)
(-13.7,146.7)
(-13.1,145.4)
(-13.0,145.7)
(-11.0,146.2)
(-10.7,146.7)
(-10.1,145.4)
(-10.0,145.7)
(-8.0,146.2)
(-7.7,146.7)
(-7.1,145.4)
(-7.0,145.7)
(-5.0,146.2)
(-4.7,146.7)
(-4.1,145.4)
(-4.0,145.7)
(-2.0,146.2)
(-1.7,146.7)
(-1.1,145.4)
(-1.0,145.7)
(1.7,149.0)
(2.0,149.5)
(2.6,148.2)
(2.7,148.5)
(4.7,149.0)
(5.0,149.5)
(5.6,148.2)
(5.7,148.5)
(7.7,149.0)
(8.0,149.5)
(8.6,148.2)
(8.7,148.5)
(10.7,149.0)
(11.0,149.5)
(11.6,148.2)
(11.7,148.5)
(13.7,149.0)
(14.0,149.5)
(14.6,148.2)
(14.7,148.5)
(16.7,149.0)
(17.0,149.5)
(17.6,148.2)
(17.7,148.5)
(1.7,146.2)
(2.0,146.7)
(2.6,145.4)
(2.7,145.7)
