(-150.0, 0.0)
(-139.6551724137931, 0.0)
(-129.31034482758622, 0.0)
(-118.9655172413793, 0.0)
(-108.62068965517241, 0.0)
(-98.27586206896552, 0.0)
(-87.93103448275862, 0.0)
(-77.58620689655172, 0.0)
(-67.24137931034483, 0.0)
(-56.89655172413792, 0.0)
(-46.55172413793103, 0.0)
(-36.20689655172414, 0.0)
(-25.86206896551724, 0.0)
(-15.517241379310349, 0.0)
(-5.172413793103431, 0.0)
(5.172413793103459, 0.0)
(15.517241379310349, 0.0)
(25.86206896551724, 0.0)
(36.20689655172416, 0.0)
(46.55172413793102, 0.0)
(56.896551724137936, 0.0)
(67.24137931034483, 0.0)
(77.58620689655172, 0.0)
(87.93103448275863, 0.0)
(98.27586206896552, 0.0)
(108.62068965517238, 0.0)
(118.9655172413793, 0.0)
(129.31034482758622, 0.0)
(139.65517241379314, 0.0)
(150.0, 0.0)
